Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
139,Mike Scioscia*,22,LAD,NL,1.7,93,335,290,27,80,10,0,2,29,0,2,36,18,0.276,0.353,0.331,0.685,98,0.318,94,96,8,1,4,4,8,*2/H,,sciosmi01
140,Mike Squires*,29,CHW,AL,0.1,92,334,294,35,78,9,0,0,25,7,2,22,17,0.265,0.312,0.296,0.607,79,0.301,81,87,5,0,13,5,0,*3H/7,GG,squirmi01
141,John Wathan,31,KCR,AL,-0.4,89,330,301,24,76,9,3,1,19,11,6,19,23,0.252,0.298,0.312,0.611,78,0.288,72,94,9,2,5,3,1,*29/H73,,wathajo01
142,Gary Ward,27,MIN,AL,0.5,85,326,295,42,78,7,6,3,29,5,2,28,48,0.264,0.325,0.359,0.684,93,0.332,96,106,10,0,0,3,4,*78/HD9,ROY-9,wardga01
143,Mike Heath,26,OAK,AL,1.4,84,321,301,26,71,7,1,8,30,3,3,13,36,0.236,0.269,0.346,0.615,81,0.302,89,104,9,1,5,1,1,*2/7H9,,heathmi02
144,Bill Madlock,30,PIT,NL,3.5,82,320,279,35,95,23,1,6,45,18,6,34,17,0.341,0.413,0.495,0.907,153,0.424,159,138,5,3,0,4,7,*5/H,ASMVP-17,madlobi01
145,Pat Putnam*,27,TEX,AL,1.1,95,317,297,33,79,17,2,8,35,4,2,17,38,0.266,0.304,0.418,0.721,112,0.326,105,124,4,0,1,2,3,*3/H79,,putnapa01
146,Al Woods*,27,TOR,AL,-0.3,85,317,288,20,71,15,0,1,21,3,4,19,31,0.247,0.291,0.309,0.6,70,0.274,56,89,7,0,8,2,5,*7H/D,,woodsal01
147,Jim Morrison,28,CHW,AL,0.3,90,315,290,27,68,8,1,10,34,3,2,10,29,0.234,0.261,0.372,0.634,84,0.302,84,108,9,2,9,4,0,*5/HD4,,morriji01
148,Kirk Gibson*,24,DET,AL,2.4,83,313,290,41,95,11,3,9,40,17,5,18,64,0.328,0.369,0.479,0.848,141,0.393,139,139,9,2,1,2,1,98H/D7,MVP-12,gibsoki01
149,Joe Simpson*,29,SEA,AL,0,91,312,288,32,64,11,3,2,30,12,3,15,41,0.222,0.261,0.302,0.564,60,0.275,53,87,3,1,6,2,0,*8H/9,,simpsjo01
150,Butch Hobson,29,CAL,AL,-0.9,85,310,268,27,63,7,4,4,36,1,1,35,60,0.235,0.321,0.336,0.657,91,0.322,97,90,4,1,2,4,0,*5/D,,hobsobu01
151,Cliff Johnson,33,OAK,AL,1.5,84,310,273,40,71,8,0,17,59,5,3,28,60,0.26,0.329,0.476,0.805,137,0.375,140,130,3,3,0,6,2,DH/3,,johnscl01
152,John Stearns,29,NYM,NL,1.9,80,305,273,25,74,12,1,1,24,12,2,24,17,0.271,0.329,0.333,0.662,91,0.337,98,91,10,0,7,1,2,2/3H5,,stearjo01
153,Frank Taveras,31,NYM,NL,-1.6,84,305,283,30,65,11,3,0,11,16,4,12,36,0.23,0.263,0.29,0.553,59,0.27,48,82,3,2,5,3,0,*6/H,,taverfr01
154,Fred Lynn*,29,CAL,AL,0.1,76,302,256,28,56,8,1,5,31,1,2,38,42,0.219,0.322,0.316,0.639,86,0.305,85,81,7,3,1,4,4,8/H,AS,lynnfr01
155,Otto Vélez,30,TOR,AL,0.9,80,302,240,32,51,9,2,11,28,0,3,55,60,0.213,0.363,0.404,0.767,116,0.359,121,97,5,3,2,2,3,*D/H3,,velezot01
156,Lenny Randle#,32,SEA,AL,0.6,82,300,273,22,63,9,1,4,25,11,6,17,22,0.231,0.276,0.315,0.591,68,0.277,58,86,2,1,6,3,4,54/H6798,,randlle01
157,Alan Ashby#,29,HOU,NL,2.2,83,296,255,20,69,13,0,4,33,0,2,35,33,0.271,0.356,0.369,0.725,111,0.337,111,94,6,0,3,2,6,*2/H,,ashbyal01
158,Harold Baines*,22,CHW,AL,2.2,82,296,280,42,80,11,7,10,41,6,2,12,41,0.286,0.318,0.482,0.8,131,0.365,128,135,6,2,0,2,4,*9H,,baineha01
159,Ron Jackson,28,2TM,AL,1.1,85,295,270,29,73,17,1,5,40,6,3,18,26,0.27,0.316,0.396,0.712,101,0.342,105,107,3,1,4,2,0,3H/7D59,,jacksro02
160,Bill Russell,32,LAD,NL,0.6,82,290,262,20,61,9,2,0,22,2,1,19,20,0.233,0.284,0.282,0.567,64,0.271,55,74,13,1,5,3,3,*6/H,,russebi01
161,Miguel Diloné#,26,CLE,AL,0,72,289,269,33,78,5,5,0,19,29,10,18,28,0.29,0.334,0.346,0.68,98,0.333,97,93,6,0,2,0,1,7D/H,,dilonmi01
162,Rick Dempsey,31,BAL,AL,1.6,92,287,251,24,54,10,1,6,15,0,1,32,36,0.215,0.306,0.335,0.641,85,0.308,87,84,5,1,3,0,1,*2H,,dempsri01
163,Wayne Gross*,29,OAK,AL,1.6,82,287,243,29,50,7,1,10,31,2,1,34,28,0.206,0.304,0.366,0.67,98,0.315,96,89,7,2,4,4,0,*5H/3D,,grosswa01
164,Joe Lefebvre*,25,SDP,NL,1.9,86,286,246,31,63,13,4,8,31,6,4,35,33,0.256,0.352,0.439,0.791,130,0.357,125,108,12,2,2,1,7,*9/H8,,lefebjo01
165,Ken Reitz,30,CHC,NL,-0.8,82,286,260,10,56,9,1,2,28,0,0,15,56,0.215,0.261,0.281,0.541,52,0.254,36,73,9,3,2,6,3,*5/H,,reitzke01
166,Jason Thompson*,26,PIT,NL,1.5,86,285,223,36,54,13,0,15,42,0,0,59,49,0.242,0.396,0.502,0.899,150,0.414,156,112,6,0,0,3,1,*3H,,thompja01
167,Al Cowens,29,DET,AL,0.5,85,284,253,27,66,11,4,1,18,3,3,22,36,0.261,0.319,0.348,0.667,90,0.311,86,88,3,1,5,3,3,*89H,,cowenal01
168,Paul Molitor,24,MIL,AL,1,64,284,251,45,67,11,0,2,19,10,6,25,29,0.267,0.341,0.335,0.675,100,0.325,104,84,3,3,5,0,1,8D/9H,,molitpa01
169,Hosken Powell*,26,MIN,AL,-0.7,80,284,264,30,63,11,3,2,25,7,4,17,31,0.239,0.286,0.326,0.612,72,0.299,74,86,6,1,1,1,0,9H7/D,,powelho01
170,Ed Ott*,29,CAL,AL,0.3,75,282,258,20,56,8,1,2,22,2,1,17,42,0.217,0.266,0.279,0.545,59,0.264,54,72,7,1,4,2,1,2/H,,otted01
171,Dan Driessen*,29,CIN,NL,0.4,82,280,233,35,55,14,0,7,33,2,4,40,31,0.236,0.349,0.386,0.735,107,0.341,107,90,5,2,2,3,3,*3/H,,driesda01
172,Danny Ainge,22,TOR,AL,-1.1,86,275,246,20,46,6,2,0,14,8,5,23,41,0.187,0.258,0.228,0.486,38,0.238,29,56,5,1,4,1,1,*5/6H84D9,,aingeda01
173,Broderick Perkins*,26,SDP,NL,-0.1,92,275,254,27,71,18,3,2,40,0,4,14,16,0.28,0.314,0.398,0.711,107,0.313,97,101,6,0,4,3,4,*3H/97,,perkibr01
174,Roy Howell*,27,MIL,AL,0.3,76,273,244,37,58,13,1,6,33,0,0,23,39,0.238,0.306,0.373,0.679,100,0.318,98,91,6,2,2,2,4,5D/H39,,howelro02
175,Jerry Morales,32,CHC,NL,-0.9,84,272,245,27,70,6,2,1,25,1,1,22,29,0.286,0.343,0.339,0.682,92,0.331,95,83,6,1,1,3,0,*8H7/9,,moralje01
176,Jerry Martin,32,SFG,NL,-0.9,72,267,241,23,58,5,3,4,25,6,2,21,52,0.241,0.308,0.336,0.644,85,0.315,86,81,9,3,1,1,2,8/7H,,martije01
177,Dan Meyer*,28,SEA,AL,-0.4,83,266,252,26,66,10,1,3,22,4,3,10,16,0.262,0.291,0.345,0.636,80,0.292,71,87,6,1,1,2,1,5H7/D38,,meyerda01
178,Leon Roberts,30,TEX,AL,1.1,72,266,233,26,65,17,2,4,31,3,4,25,38,0.279,0.345,0.421,0.765,126,0.355,129,98,8,1,2,5,2,*97/H8,,roberle01
179,Tom Brookens,27,DET,AL,0.5,71,265,239,19,58,10,1,4,25,5,3,14,43,0.243,0.284,0.343,0.627,78,0.293,72,82,5,2,4,6,0,5/H,,brookto01
180,Dave Engle,24,MIN,AL,0.8,82,265,248,29,64,14,4,5,32,0,1,13,37,0.258,0.295,0.407,0.703,97,0.329,96,101,9,1,1,2,1,*9H/5D,ROY-5,engleda01
181,Rufino Linares,30,ATL,NL,0.6,78,265,253,27,67,9,2,5,25,8,4,9,28,0.265,0.289,0.375,0.664,86,0.326,91,95,12,0,2,1,2,7H,,linarru01
182,Joe Nolan*,30,CIN,NL,1,81,264,236,25,73,18,1,1,26,1,2,24,19,0.309,0.371,0.407,0.778,120,0.35,113,96,7,1,0,3,6,*2H,,nolanjo01
183,Dámaso García,24,TOR,AL,-0.9,64,263,250,24,63,8,1,1,13,13,3,9,32,0.252,0.277,0.304,0.581,64,0.288,59,76,6,0,3,1,1,4/DH,,garcida01
184,Glenn Hoffman,22,BOS,AL,-0.6,78,261,242,28,56,10,0,1,20,0,1,12,25,0.231,0.271,0.285,0.556,57,0.265,49,69,7,1,6,0,0,*6/5,,hoffmgl01
185,Ellis Valentine,26,2TM,NL,-0.1,70,261,245,23,51,11,1,8,36,0,4,11,49,0.208,0.238,0.359,0.597,69,0.273,62,88,4,0,0,5,0,9/H,,valenel01
186,Billy Sample,26,TEX,AL,1.9,66,260,230,36,65,16,0,3,25,4,1,17,21,0.283,0.346,0.391,0.738,119,0.367,133,90,3,7,3,3,1,7/8H9,,samplbi01
187,Bucky Dent,29,NYY,AL,1.7,73,258,227,20,54,11,0,7,27,0,1,19,17,0.238,0.3,0.379,0.679,97,0.325,101,86,1,2,8,2,0,*6,AS,dentbu01
188,Richie Hebner*,33,DET,AL,-0.3,78,258,226,19,51,8,2,5,28,1,2,27,28,0.226,0.311,0.345,0.656,87,0.299,78,78,5,2,1,2,5,3HD,,hebneri01
189,Sixto Lezcano,27,STL,NL,0.6,72,258,214,26,57,8,2,5,28,0,1,40,40,0.266,0.376,0.393,0.768,116,0.371,126,84,8,0,0,4,2,79/H,,lezcasi01
190,Dale Berra,24,PIT,NL,0.6,81,257,232,21,56,12,0,2,27,11,1,17,34,0.241,0.302,0.319,0.621,74,0.306,67,74,3,3,2,0,4,564/H,,berrada01
191,Andre Thornton,31,CLE,AL,-0.3,69,256,226,22,54,12,0,6,30,3,1,23,37,0.239,0.303,0.372,0.675,95,0.32,94,84,15,0,2,5,1,D3/H,,thornan01
192,Jim Spencer*,33,2TM,AL,-1,79,255,234,20,44,8,0,4,13,1,0,19,27,0.188,0.247,0.274,0.521,54,0.244,43,64,8,0,0,2,3,*3H,,spencji01
193,Rick Cerone,27,NYY,AL,-0.1,71,254,234,23,57,13,2,2,21,0,2,12,24,0.244,0.276,0.342,0.618,79,0.288,76,80,10,0,4,4,0,2/H,,ceronri01
194,Mario Mendoza,30,TEX,AL,1,88,254,229,18,53,6,1,0,22,2,1,7,25,0.231,0.254,0.266,0.521,55,0.26,55,61,9,1,14,3,0,*6,,mendoma01
195,Dave Parker*,30,PIT,NL,0,67,254,240,29,62,14,3,9,48,6,2,9,25,0.258,0.287,0.454,0.742,105,0.339,98,109,5,2,0,3,3,9/H,AS,parkeda01
196,Bob Boone,33,PHI,NL,-1.2,76,253,227,19,48,7,0,4,24,2,2,22,16,0.211,0.279,0.295,0.574,60,0.273,51,67,6,0,2,2,2,*2/H,,boonebo01
197,Gary Roenicke,26,BAL,AL,1.7,85,252,219,31,59,16,0,3,20,1,2,23,29,0.269,0.34,0.384,0.724,109,0.356,122,84,12,2,5,3,1,*97H8,,roeniga01
198,Derrel Thomas#,30,LAD,NL,0.4,80,252,218,25,54,4,0,4,24,7,2,25,23,0.248,0.322,0.321,0.644,86,0.319,89,70,2,0,7,2,2,4658/H97,,thomade01
199,Alan Bannister,29,CLE,AL,0.1,68,250,232,36,61,11,1,1,17,16,2,16,19,0.263,0.309,0.332,0.641,86,0.311,78,77,0,0,1,1,2,479H/836,,bannial01
200,Dave McKay#,31,OAK,AL,1,79,249,224,25,59,11,1,4,21,4,1,16,43,0.263,0.313,0.375,0.688,104,0.325,102,84,4,2,3,4,0,54/6H,,mckayda01
201,Rick Peters#,25,DET,AL,1,63,244,207,26,53,7,3,0,15,1,6,29,28,0.256,0.351,0.319,0.67,93,0.323,102,66,8,2,5,1,2,8DH/7,,peterri01
202,Glenn Adams*,33,MIN,AL,-1.7,72,243,220,13,46,10,0,2,24,0,1,20,26,0.209,0.273,0.282,0.555,57,0.259,45,62,10,0,0,2,4,DH,,adamsgl01
203,Barry Bonnell,27,TOR,AL,-0.6,66,243,227,21,50,7,4,4,28,4,3,12,25,0.22,0.263,0.339,0.602,69,0.282,62,77,8,1,3,0,0,98/7H,,bonneba01
204,Davey Lopes,36,LAD,NL,0.8,58,243,214,35,44,2,0,5,17,20,2,22,35,0.206,0.289,0.285,0.574,66,0.312,72,61,7,3,4,0,1,4/H,AS,lopesda01
205,Tom Veryzer,28,CLE,AL,-1.1,75,239,221,13,54,4,0,0,14,1,0,10,10,0.244,0.278,0.262,0.54,58,0.276,62,58,6,1,5,2,1,*6,,veryzto01
206,Pete Mackanin,29,MIN,AL,-1.3,77,237,225,21,52,7,1,4,18,1,2,7,40,0.231,0.256,0.324,0.581,63,0.267,52,73,4,1,3,1,2,46H3/D5,,mackape01
207,Bake McBride*,32,PHI,NL,-0.3,58,235,221,26,60,17,1,2,21,5,0,11,25,0.271,0.303,0.385,0.688,91,0.342,97,85,6,0,1,2,1,9/H,,mcbriba01
208,Tim Wallach,23,MON,NL,0.8,71,231,212,19,50,9,1,4,13,0,1,15,37,0.236,0.299,0.344,0.643,82,0.311,84,73,3,4,0,0,2,935/H7,,wallati01
209,Dave Revering*,28,2TM,AL,0.5,76,230,206,20,48,5,2,4,17,0,2,22,32,0.233,0.309,0.335,0.644,89,0.305,90,69,4,1,0,1,7,*3H,,reverda01
210,Jeff Newman,32,OAK,AL,0,68,229,216,17,50,12,0,3,15,0,2,9,28,0.231,0.26,0.329,0.589,74,0.283,77,71,7,0,2,2,1,23/H,,newmaje01
211,Oscar Gamble*,31,NYY,AL,1.3,80,227,189,24,45,8,0,10,27,0,2,35,23,0.238,0.357,0.439,0.796,131,0.362,130,83,4,1,0,2,2,DH97,,gamblos01
212,Dane Iorg*,31,STL,NL,0.2,75,227,217,23,71,11,2,2,39,2,0,7,9,0.327,0.344,0.424,0.768,115,0.367,120,92,7,0,0,3,0,7H9/35,,iorgda01
213,Johnny Grubb*,32,TEX,AL,-0.3,67,226,199,26,46,9,1,3,26,0,3,23,25,0.231,0.316,0.332,0.647,92,0.302,92,66,6,2,1,1,0,9H/7,,grubbjo01
214,Lee Lacy,33,PIT,NL,1.4,78,226,213,31,57,11,4,2,10,24,3,11,29,0.268,0.307,0.385,0.692,93,0.365,103,82,1,1,1,0,2,79H/58,,lacyle01
215,Garth Iorg,26,TOR,AL,0.3,70,225,215,17,52,11,0,0,10,2,3,7,31,0.242,0.269,0.293,0.562,59,0.266,52,63,3,1,2,0,1,45H/63D,,iorgga01
216,Jerry Narron*,25,SEA,AL,-1.3,76,224,203,13,45,5,0,3,17,0,0,16,35,0.222,0.285,0.291,0.576,64,0.27,53,59,3,2,3,0,3,2H,,narroje01
217,Tony Peña,24,PIT,NL,1.6,66,223,210,16,63,9,1,2,17,1,2,8,23,0.3,0.326,0.381,0.707,97,0.325,92,80,4,1,2,2,2,2/H,ROY-6,penato01
218,Wayne Nordhagen,32,CHW,AL,0.5,65,222,208,19,64,8,1,6,33,0,1,10,25,0.308,0.338,0.442,0.78,127,0.363,130,92,8,1,0,3,0,97/HD,,nordhwa01
219,Ernie Whitt*,29,TOR,AL,0.2,74,222,195,16,46,9,0,1,16,5,2,20,30,0.236,0.307,0.297,0.604,71,0.286,61,58,2,0,7,0,3,*2/H,,whitter01
220,Rich Gedman*,21,BOS,AL,0.8,62,219,205,22,59,15,0,5,26,0,0,9,31,0.288,0.317,0.434,0.751,110,0.341,104,89,9,1,1,3,1,2/H,ROY-2,gedmari01
221,Duane Kuiper*,31,CLE,AL,-0.8,72,219,206,15,53,6,0,0,14,1,1,8,13,0.257,0.284,0.286,0.57,66,0.273,61,59,1,0,4,1,2,*4/H,,kuipedu01
222,Darrell Porter*,29,STL,NL,1.5,61,217,174,22,39,10,2,6,31,1,2,39,32,0.224,0.364,0.408,0.772,117,0.348,110,71,3,1,0,3,7,2H,,porteda02
223,Ron Hassey*,28,CLE,AL,1,61,215,190,8,44,4,0,1,25,0,1,17,11,0.232,0.297,0.268,0.566,65,0.275,64,51,5,2,3,3,0,2/3HD,,hassero01
224,Keith Moreland,27,PHI,NL,0,61,215,196,16,50,7,0,6,37,1,2,15,13,0.255,0.307,0.383,0.69,91,0.316,85,75,10,1,0,3,1,2/5H39,,morelke01
225,Gary Gray,28,SEA,AL,0.2,69,214,208,27,51,7,1,13,31,2,0,4,44,0.245,0.257,0.476,0.733,104,0.331,96,99,9,0,0,2,1,3HD/7,,grayga01
226,John Lowenstein*,34,BAL,AL,-0.9,83,213,189,19,47,7,0,6,20,7,6,22,32,0.249,0.329,0.381,0.71,105,0.331,106,72,8,1,0,1,1,*7H/9D,,lowenjo01
227,Don Money,34,MIL,AL,0.1,60,211,185,17,40,7,0,2,14,0,0,19,27,0.216,0.288,0.286,0.575,70,0.285,74,53,1,1,3,3,0,5/HD3,,moneydo01
228,Jody Davis,24,CHC,NL,1.1,56,207,180,14,46,5,1,4,21,0,1,21,28,0.256,0.333,0.361,0.694,94,0.334,98,65,6,1,3,2,3,2,,davisjo02
229,Lonnie Smith,25,PHI,NL,2.1,62,202,176,40,57,14,3,2,11,21,10,18,14,0.324,0.402,0.472,0.874,143,0.421,159,83,1,5,3,0,1,98H/7,,smithlo01
230,John Wockenfuss,32,DET,AL,0.2,70,202,172,20,37,4,0,9,25,0,0,28,22,0.215,0.322,0.395,0.717,104,0.349,112,68,5,0,0,2,1,D3H/27,,wockejo01
231,Randy Bass*,27,SDP,NL,-0.4,69,201,176,13,37,4,1,4,20,0,1,20,28,0.21,0.293,0.313,0.605,77,0.291,76,55,7,1,3,1,1,3H,,bassra01
232,Roy Smalley#,28,MIN,AL,0.6,56,200,167,24,44,7,1,7,22,0,0,31,24,0.263,0.375,0.443,0.818,130,0.376,130,74,8,0,0,2,5,6D/H3,,smallro02
233,Mark Brouhard,25,MIL,AL,-0.2,60,199,186,19,51,6,3,2,20,1,1,7,41,0.274,0.305,0.371,0.676,99,0.314,96,69,7,2,2,2,1,9/7DH,,brouhma01
234,Bo Díaz,28,CLE,AL,2,63,199,182,25,57,19,0,7,38,2,2,13,23,0.313,0.359,0.533,0.892,156,0.408,160,97,7,1,1,2,2,2H/D,AS,diazbo01
235,Lynn Jones,28,DET,AL,0.4,71,197,174,19,45,5,0,2,19,1,2,18,10,0.259,0.328,0.322,0.65,86,0.304,82,56,6,1,2,2,1,9H/7D,,jonesly01
236,Johnny Bench,33,CIN,NL,1.2,52,196,178,14,55,8,0,8,25,0,2,17,21,0.309,0.369,0.489,0.858,141,0.382,138,87,4,0,1,0,3,3/H2,,benchjo01
237,Rob Picciolo,28,OAK,AL,1.3,82,195,179,23,48,5,3,4,13,0,1,5,22,0.268,0.29,0.397,0.687,102,0.323,105,71,6,1,9,1,0,*6/H,,picciro01
238,Sal Butera,28,MIN,AL,1,62,194,167,13,40,7,1,0,18,0,0,22,14,0.24,0.325,0.293,0.618,76,0.313,83,49,8,0,3,2,0,2/H3D,,butersa01
239,Bobby Bonds,35,CHC,NL,0.1,45,190,163,26,35,7,1,6,19,5,6,24,44,0.215,0.323,0.38,0.703,96,0.31,85,62,4,2,1,0,5,9-Aug,,bondsbo01
240,Champ Summers*,35,DET,AL,0,64,189,165,16,42,8,0,3,21,1,1,19,35,0.255,0.339,0.358,0.696,99,0.328,98,59,0,3,0,2,3,D9H,,summech01
241,Denny Walling*,27,HOU,NL,0.2,65,189,158,23,37,6,0,5,23,2,1,28,17,0.234,0.346,0.367,0.713,108,0.338,108,58,4,0,1,2,1,39H/78,,wallide01
242,Juan Beníquez,31,CAL,AL,-1.1,58,187,166,18,30,5,0,3,13,2,1,15,16,0.181,0.251,0.265,0.516,50,0.251,44,44,6,1,4,1,0,87/9HD,,beniqju01
243,Rusty Staub*,37,NYM,NL,1,70,186,161,9,51,9,0,5,21,1,0,22,12,0.317,0.398,0.466,0.864,147,0.402,152,75,6,1,0,2,3,3H,,staubru01
244,Steve Nicosia,25,PIT,NL,0.5,54,184,169,21,39,10,1,2,18,3,1,13,10,0.231,0.286,0.337,0.623,74,0.323,86,57,7,0,2,0,2,2/H,,nicosst01
245,Tim Blackwell#,28,CHC,NL,0.1,58,182,158,21,37,10,2,1,11,2,1,23,23,0.234,0.331,0.342,0.673,89,0.324,89,54,2,0,1,0,4,2/H,,blackti01
246,Jim Anderson,24,SEA,AL,0.1,70,181,162,12,33,7,0,2,19,3,5,17,29,0.204,0.283,0.284,0.567,62,0.281,69,46,4,1,1,0,0,6/H5D,,anderji01
247,Terry Bulling,28,SEA,AL,0.3,62,180,154,15,38,3,0,2,15,0,0,21,20,0.247,0.341,0.305,0.646,85,0.315,86,47,2,1,4,0,0,2/H,,bullibu01
248,Bob Watson,35,NYY,AL,-0.1,59,180,156,15,33,3,3,6,12,0,0,24,17,0.212,0.317,0.385,0.701,104,0.321,97,60,10,0,0,0,2,3H/D,,watsobo01
249,Larry Milbourne#,30,NYY,AL,1.2,61,177,163,24,51,7,2,1,12,2,0,9,14,0.313,0.351,0.399,0.749,118,0.347,114,65,3,1,3,1,2,64H/5D,,milbola01
250,Lou Piniella,37,NYY,AL,0.7,60,174,159,16,44,9,0,5,18,0,1,13,9,0.277,0.331,0.428,0.759,120,0.347,118,68,7,0,2,0,4,9DH7,,pinielo01
251,Gene Tenace,34,STL,NL,1.5,58,174,129,26,30,7,0,5,22,0,0,38,26,0.233,0.416,0.403,0.819,131,0.389,139,52,1,4,1,2,2,2H/3,,tenacge01
252,Dave Bergman*,28,2TM,NL,0.5,69,173,151,17,38,9,0,4,14,2,0,19,18,0.252,0.333,0.391,0.724,107,0.332,98,59,4,0,2,1,3,3H7,,bergmda01
253,Butch Wynegar#,25,MIN,AL,0.1,47,172,150,11,37,5,0,0,10,0,1,17,9,0.247,0.322,0.28,0.602,71,0.278,60,42,7,1,1,3,2,2/DH,,wynegbu01
254,Shooty Babitt,22,OAK,AL,0.3,54,171,156,10,40,1,3,0,14,5,4,13,13,0.256,0.314,0.301,0.615,83,0.288,80,47,6,0,2,0,1,4/H,ROY-5,babitsh01
255,Charlie Moore,28,MIL,AL,0.8,48,171,156,16,47,8,3,1,9,1,4,12,13,0.301,0.351,0.41,0.761,124,0.355,132,64,4,0,3,0,0,2/D9H7,,moorech02
256,Danny Goodwin*,27,MIN,AL,-0.9,59,169,151,18,34,6,1,2,17,3,1,16,32,0.225,0.298,0.318,0.615,74,0.296,69,48,3,0,1,1,2,3H/D7,,goodwda01
257,George Bell,21,TOR,AL,0.2,60,168,163,19,38,2,1,5,12,3,2,5,27,0.233,0.256,0.35,0.606,69,0.29,67,57,1,0,0,0,1,79H/D,ROY-8,bellge02
258,Fred Stanley,33,OAK,AL,0,66,168,145,15,28,4,0,0,7,2,0,15,23,0.193,0.269,0.221,0.489,47,0.265,56,32,0,0,8,0,0,4-Jun,,stanlfr01
259,Terry Crowley*,34,BAL,AL,0.3,68,166,134,12,33,6,0,4,25,0,0,29,12,0.246,0.376,0.381,0.756,119,0.35,116,51,3,0,1,2,5,DH/3,,crowlte01
260,Álex Treviño,23,NYM,NL,0.5,56,165,149,17,39,2,0,0,10,3,0,13,19,0.262,0.323,0.275,0.598,73,0.307,78,41,4,1,1,1,0,2H/4759,,trevial01
261,Gary Allenson,26,BOS,AL,0.4,47,164,139,23,31,8,0,5,25,0,0,23,33,0.223,0.335,0.388,0.724,104,0.348,109,54,6,1,0,1,0,2/H,,allenga01
262,Lenn Sakata,27,BAL,AL,0.8,61,164,150,19,34,4,0,5,15,4,0,11,18,0.227,0.282,0.353,0.636,83,0.335,100,53,5,1,1,1,0,64/HD,,sakatle01
263,Barry Foote,29,2TM,2LG,-0.3,49,163,147,12,26,4,0,6,11,0,0,11,28,0.177,0.233,0.327,0.559,61,0.264,54,48,8,0,4,1,0,2/DH3,,footeba01
264,Bill North#,33,SFG,NL,0.7,46,161,131,22,29,7,0,1,12,26,8,26,28,0.221,0.354,0.298,0.652,89,0.355,103,39,1,1,3,0,0,8/H,,northbi01
265,Joel Youngblood,29,NYM,NL,1.5,43,161,143,16,50,10,2,4,25,2,5,12,19,0.35,0.398,0.531,0.929,165,0.407,166,76,4,2,0,4,1,9/7H8,AS,youngjo02
266,Jeffrey Leonard,25,2TM,NL,1.9,44,160,145,21,42,12,4,4,29,5,2,12,25,0.29,0.346,0.51,0.856,144,0.405,155,74,5,1,1,1,3,8/7H39,,leonaje01
267,Mark Belanger,37,BAL,AL,-0.3,64,158,139,9,23,3,2,1,10,2,1,12,25,0.165,0.242,0.237,0.479,39,0.237,32,33,4,2,5,0,0,6/H,,belanma01
268,Jim Dwyer*,31,BAL,AL,-0.1,68,157,134,16,30,0,1,3,10,0,2,20,19,0.224,0.318,0.306,0.624,81,0.302,85,41,2,0,0,3,0,79H/38D,,dwyerji01
269,Dan Graham*,26,BAL,AL,-0.8,55,156,142,7,25,3,0,2,11,0,0,13,32,0.176,0.244,0.239,0.483,40,0.234,32,34,3,0,0,1,1,2/HD5,,grahada01
270,Rick Monday*,35,LAD,NL,1.7,66,156,130,24,41,1,2,11,25,1,2,24,42,0.315,0.423,0.608,1.031,194,0.451,195,79,0,1,0,1,3,9H/7,,mondari01
271,John Milner*,31,2TM,NL,0.3,65,154,135,12,32,6,0,5,18,0,1,17,9,0.237,0.32,0.393,0.713,100,0.334,101,53,3,0,1,1,2,H3/7,,milnejo01
272,Kiko Garcia,27,HOU,NL,1.1,48,150,136,9,37,6,1,0,15,2,2,10,16,0.272,0.324,0.331,0.655,91,0.313,92,45,2,1,2,1,3,65/4H,,garciki01
273,Joe Pittman,28,HOU,NL,-0.2,52,149,135,11,38,4,2,0,7,4,4,11,16,0.281,0.333,0.341,0.674,97,0.298,83,46,3,0,2,1,3,4H/5,,pittmjo01
274,Joe Charboneau,26,CLE,AL,-0.4,48,147,138,14,29,7,1,4,18,1,0,7,22,0.21,0.247,0.362,0.609,75,0.284,68,50,5,0,1,1,0,7DH/9,,charbjo01
275,Buck Martinez,32,TOR,AL,0.1,45,146,128,13,29,8,1,4,21,1,0,11,16,0.227,0.287,0.398,0.685,92,0.318,86,51,6,1,3,3,0,2,,martibu01
276,Eddie Miller#,24,ATL,NL,0.6,50,146,134,29,31,3,1,0,7,23,5,7,29,0.231,0.285,0.269,0.553,56,0.312,61,36,1,3,2,0,1,7H/98,,milleed04
277,Brett Butler*,24,ATL,NL,0.5,40,145,126,17,32,2,3,0,4,9,1,19,17,0.254,0.352,0.317,0.669,89,0.351,100,40,0,0,0,0,0,78/9H,,butlebr01
278,Dave Henderson,22,SEA,AL,-0.4,59,145,126,17,21,3,0,6,13,2,1,16,24,0.167,0.264,0.333,0.597,69,0.284,63,42,4,1,1,1,1,89H/7,,hendeda01
279,Lamar Johnson,30,CHW,AL,-0.3,41,142,134,10,37,7,0,1,15,0,2,5,14,0.276,0.298,0.351,0.649,89,0.299,87,47,5,0,1,2,1,3/HD,,johnsla02
280,Biff Pocoroba#,27,ATL,NL,-0.8,57,140,122,4,22,4,0,0,8,0,0,12,15,0.18,0.265,0.213,0.478,36,0.252,34,26,5,2,4,0,1,H5/2,,pocorbi01
