Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
138,Ernie Whitt*,35,TOR,AL,2.6,135,494,446,57,120,24,1,19,75,0,1,44,50,0.269,0.334,0.455,0.789,105,0.344,101,203,17,1,0,3,4,*2H,,whitter01
139,Leon Durham*,29,CHC,NL,1.4,131,492,439,70,120,22,1,27,63,2,2,51,92,0.273,0.348,0.513,0.86,122,0.37,117,225,6,0,0,2,9,*3H,,durhale01
140,Vance Law,30,MON,NL,0.5,133,492,436,52,119,27,1,12,56,8,5,51,62,0.273,0.347,0.422,0.769,101,0.342,98,184,8,0,2,3,5,453/H1,,lawva01
141,Tom Brookens,33,DET,AL,0.3,143,490,444,59,107,15,3,13,59,7,4,33,63,0.241,0.295,0.376,0.671,80,0.305,80,167,8,2,9,2,3,*564/H,,brookto01
142,Candy Maldonado,26,SFG,NL,2.9,118,489,442,69,129,28,4,20,85,8,8,34,78,0.292,0.346,0.509,0.855,127,0.379,133,225,9,6,0,7,4,*9/7H,,maldoca01
143,Barry Larkin,23,CIN,NL,1.2,125,488,439,64,107,16,2,12,43,21,6,36,52,0.244,0.306,0.371,0.678,76,0.32,77,163,8,5,5,3,3,*6/H,,larkiba01
144,Ozzie Virgil,30,ATL,NL,2,123,486,429,57,106,13,1,27,72,0,1,47,81,0.247,0.331,0.471,0.801,107,0.361,110,202,18,7,2,1,4,*2/H,AS,virgioz02
145,Jody Davis,30,CHC,NL,1.5,125,485,428,57,106,12,2,19,51,1,2,52,91,0.248,0.331,0.418,0.749,95,0.333,92,179,14,2,1,2,2,*2/H,,davisjo02
146,Dan Gladden,29,MIN,AL,1.2,121,482,438,69,109,21,2,8,38,25,9,38,72,0.249,0.312,0.361,0.673,76,0.312,75,158,8,3,1,2,2,*7H/8D9,,gladdda01
147,Lenny Dykstra*,24,NYM,NL,3.8,132,479,431,86,123,37,3,10,43,27,7,40,67,0.285,0.352,0.455,0.806,117,0.368,119,196,1,4,4,0,3,*8H,,dykstle01
148,Greg Gagne,25,MIN,AL,3.9,137,479,437,68,116,28,7,10,40,6,6,25,84,0.265,0.31,0.43,0.74,92,0.331,92,188,3,4,10,2,0,*6/8H49D,,gagnegr01
149,Steve Lombardozzi,27,MIN,AL,1.3,136,479,432,51,103,19,3,8,38,5,1,33,66,0.238,0.298,0.352,0.65,70,0.308,72,152,10,4,9,1,1,*4/H,,lombast01
150,Robby Thompson,25,SFG,NL,1.5,132,474,420,62,110,26,5,10,44,16,11,40,91,0.262,0.338,0.419,0.757,103,0.339,104,176,8,8,6,0,3,*4/H,,thompro01
151,Pat Sheridan*,29,DET,AL,0.4,141,473,421,57,109,19,3,6,49,18,13,44,90,0.259,0.327,0.361,0.688,86,0.305,83,152,7,1,2,5,4,*98H,,sheripa01
152,Rafael Santana,29,NYM,NL,0.5,139,470,439,41,112,21,2,5,44,1,1,29,57,0.255,0.302,0.346,0.648,76,0.287,65,152,11,1,0,1,10,*6/H,,santara01
153,Stan Jefferson#,24,SDP,NL,0.4,116,469,422,59,97,8,7,8,29,34,11,39,92,0.23,0.296,0.339,0.635,71,0.306,74,143,6,2,3,3,2,87H,,jeffest01
154,Luis Polonia*,23,OAK,AL,2,125,469,435,78,125,16,10,4,49,29,7,32,64,0.287,0.335,0.398,0.733,100,0.345,106,173,4,0,1,1,1,87DH/9,,polonlu01
155,Don Baylor,38,2TM,AL,0.4,128,467,388,67,95,9,0,16,63,5,3,45,59,0.245,0.36,0.392,0.751,98,0.342,99,152,13,28,0,6,3,*DH,,baylodo01
156,Oddibe McDowell*,24,TEX,AL,1.9,128,463,407,65,98,26,4,14,52,24,2,51,99,0.241,0.324,0.428,0.751,98,0.346,97,174,8,0,3,2,0,*8H,,mcdowod01
157,Hubie Brooks,30,MON,NL,0.2,112,459,430,57,113,22,3,14,72,4,3,24,72,0.263,0.301,0.426,0.726,88,0.316,79,183,7,1,0,4,2,*6/H,AS,brookhu01
158,Jim Rice,34,BOS,AL,0.2,108,459,404,66,112,14,0,13,62,1,1,45,77,0.277,0.357,0.408,0.766,101,0.344,101,165,22,7,0,3,3,7D/H,,riceji01
159,Mike Greenwell*,23,BOS,AL,3.6,125,456,412,71,135,31,6,19,89,5,4,35,40,0.328,0.386,0.57,0.956,148,0.413,149,235,7,6,0,3,1,79HD/2,ROY-4,greenmi01
160,Ken Griffey*,37,ATL,NL,1.4,122,451,399,65,114,24,1,14,64,4,7,46,54,0.286,0.358,0.456,0.814,111,0.354,109,182,12,1,1,4,11,7H/38,,griffke01
161,Donnie Hill#,26,CHW,AL,0.7,111,449,410,57,98,14,6,9,46,1,0,30,35,0.239,0.29,0.368,0.658,72,0.297,67,151,11,1,4,4,1,45/HD,,hilldo01
162,Gary Pettis#,29,CAL,AL,1.2,133,448,394,49,82,13,2,1,17,24,5,52,124,0.208,0.302,0.259,0.561,53,0.284,59,102,8,1,1,0,0,*8H,,pettiga01
163,Alan Ashby#,35,HOU,NL,2.4,125,447,386,53,111,16,0,14,63,0,1,50,52,0.288,0.367,0.438,0.805,117,0.368,123,169,14,1,0,4,2,*2H,,ashbyal01
164,B.J. Surhoff*,22,MIL,AL,2.5,115,445,395,50,118,22,3,7,68,11,10,36,30,0.299,0.35,0.423,0.773,102,0.344,103,167,13,0,5,9,1,2H5/D3,,surhob.01
165,Bill Madlock,36,2TM,2LG,1,108,445,387,61,102,18,0,17,57,4,3,34,50,0.264,0.337,0.442,0.779,108,0.356,116,171,14,11,9,4,1,D35/H,,madlobi01
166,Bob Boone,39,CAL,AL,1.1,128,442,389,42,94,18,0,3,33,0,2,35,36,0.242,0.304,0.311,0.615,66,0.283,64,121,10,1,14,3,0,*2/DH,GG,boonebo01
167,Tony Phillips#,28,OAK,AL,1.9,111,441,379,48,91,20,0,10,46,7,6,57,76,0.24,0.337,0.372,0.709,94,0.321,96,141,9,0,2,3,1,45/6H79D,,phillto02
168,Rickey Henderson,28,NYY,AL,4.7,95,440,358,78,104,17,3,17,37,41,8,80,52,0.291,0.423,0.497,0.92,145,0.425,151,178,10,2,0,0,1,87D/H,AS,henderi01
169,Fred Lynn*,35,BAL,AL,1,111,438,396,49,100,24,0,23,60,3,7,39,72,0.253,0.32,0.487,0.807,113,0.344,110,193,8,1,0,2,6,8/DH,,lynnfr01
170,Terry Steinbach,25,OAK,AL,3.5,122,438,391,66,111,16,3,16,56,1,2,32,66,0.284,0.349,0.463,0.812,120,0.367,127,181,10,9,3,3,2,25/DH3,,steinte01
171,Bob Brenly,33,SFG,NL,3.2,123,436,375,55,100,19,1,18,51,10,7,47,85,0.267,0.348,0.467,0.815,118,0.362,120,175,5,3,3,6,3,2H/35,,brenlbo01
172,Bo Jackson,24,KCR,AL,0,116,434,396,46,93,17,2,22,53,10,4,30,158,0.235,0.296,0.455,0.75,94,0.329,89,180,3,5,1,2,0,*78/H9D,,jacksbo01
173,John Moses#,29,SEA,AL,-0.4,116,433,390,58,96,16,4,3,38,23,15,29,49,0.246,0.301,0.331,0.632,65,0.3,70,129,6,3,8,3,2,83H/D9,,mosesjo01
174,Kurt Stillwell#,22,CIN,NL,-0.2,131,433,395,54,102,20,7,4,33,4,6,32,50,0.258,0.316,0.375,0.69,80,0.318,82,148,5,2,2,2,2,64H5,,stillku01
175,Kal Daniels*,23,CIN,NL,4.2,108,430,368,73,123,24,1,26,64,26,8,60,62,0.334,0.429,0.617,1.046,169,0.451,172,227,6,1,1,0,11,7H,,danieka01
176,Mike Marshall,27,LAD,NL,0.4,104,428,402,45,118,19,0,16,72,0,5,18,79,0.294,0.327,0.46,0.787,108,0.344,108,185,13,4,0,4,2,9/H,,marshmi02
177,Steve Balboni,30,KCR,AL,-0.9,121,425,386,44,80,11,1,24,60,0,0,34,97,0.207,0.273,0.427,0.7,81,0.315,80,165,11,2,0,3,1,3DH,,balbost01
178,Tony Peña,30,STL,NL,-1.1,116,425,384,40,82,13,4,5,44,6,1,36,54,0.214,0.281,0.307,0.589,55,0.274,46,118,19,1,2,2,9,*2/3H9,,penato01
179,Mookie Wilson#,31,NYM,NL,2.6,124,425,385,58,115,19,7,9,34,21,6,35,85,0.299,0.359,0.455,0.814,119,0.368,120,175,2,2,2,1,8,*8H79,,wilsomo01
180,Ken Phelps*,32,SEA,AL,2.5,120,424,332,68,86,13,1,27,68,1,1,80,75,0.259,0.41,0.548,0.959,147,0.407,142,182,7,8,0,4,5,*DH/3,,phelpke01
181,Randy Ready,27,SDP,NL,5.8,124,423,350,69,108,26,6,12,54,7,3,67,44,0.309,0.423,0.52,0.943,153,0.426,164,182,7,3,2,1,2,54H7,,readyra01
182,Franklin Stubbs*,26,LAD,NL,-0.8,129,423,386,48,90,16,3,16,52,8,1,31,85,0.233,0.29,0.415,0.705,86,0.308,74,160,7,1,3,2,9,*3H7/9,,stubbfr01
183,Craig Reynolds*,34,HOU,NL,0.2,135,416,374,35,95,17,3,4,28,5,1,30,44,0.254,0.303,0.348,0.651,75,0.295,68,130,4,0,4,8,8,*6H/5,,reynocr01
184,Ken Williams,23,CHW,AL,2.1,116,414,391,48,110,18,2,11,50,21,10,10,83,0.281,0.314,0.422,0.736,92,0.334,93,165,5,9,3,1,0,*8/9H,,willike02
185,Mike Young#,27,BAL,AL,0.6,110,412,363,46,87,10,1,16,39,10,7,46,91,0.24,0.328,0.405,0.733,96,0.335,101,147,7,2,0,1,2,7DH/8,,youngmi01
186,Mike Aldrete*,26,SFG,NL,3.4,126,406,357,50,116,18,2,9,51,6,0,43,50,0.325,0.396,0.462,0.858,131,0.385,132,165,6,0,4,2,5,739H8,,aldremi01
187,José Cruz*,39,HOU,NL,1.1,126,405,365,47,88,17,4,11,38,4,1,36,65,0.241,0.307,0.4,0.707,89,0.324,90,146,4,0,1,3,3,7H,,cruzjo01
188,Steve Buechele,25,TEX,AL,0.4,136,400,363,45,86,20,0,13,50,2,2,28,66,0.237,0.29,0.399,0.69,81,0.309,79,145,7,1,4,4,3,*54/H7,,buechst01
189,Wayne Tolleson#,31,NYY,AL,-0.2,121,399,349,48,77,4,0,1,22,5,3,43,72,0.221,0.306,0.241,0.547,49,0.267,49,84,3,0,6,0,0,*6/H5,,tollewa01
190,Mike Kingery*,26,SEA,AL,1.3,120,395,354,38,99,25,4,9,52,7,9,27,43,0.28,0.329,0.449,0.778,100,0.335,96,159,4,2,1,6,0,*9H/8D,,kingemi01
191,Chris James,24,PHI,NL,2.8,115,391,358,48,105,20,6,17,54,3,1,27,67,0.293,0.344,0.525,0.869,124,0.384,126,188,4,2,1,3,0,78H/9,ROY-6,jamesch02
192,Tracy Jones,26,CIN,NL,1.4,117,390,359,53,104,17,3,10,44,31,8,23,40,0.29,0.333,0.437,0.771,99,0.361,103,157,10,3,0,5,0,78H9,,jonestr01
193,Mike LaValliere*,26,PIT,NL,2.9,121,390,340,33,102,19,0,1,36,0,0,43,32,0.3,0.377,0.365,0.742,98,0.33,90,124,4,1,3,3,9,*2H,GG,lavalmi01
194,Herm Winningham*,25,MON,NL,-0.7,137,386,347,34,83,20,3,4,41,29,10,34,68,0.239,0.304,0.349,0.653,71,0.295,59,121,10,0,1,4,7,*8H,,winnihe01
195,Mickey Brantley,26,SEA,AL,1.1,92,378,351,52,106,23,2,14,54,13,4,24,44,0.302,0.344,0.499,0.842,116,0.376,118,175,2,0,0,3,0,89/D7H,,brantmi01
196,Nick Esasky,27,CIN,NL,0.8,100,378,346,48,94,19,2,22,59,0,0,29,76,0.272,0.327,0.529,0.856,119,0.378,122,183,10,0,2,1,3,3/H57,,esaskni01
197,R.J. Reynolds#,28,PIT,NL,0.4,117,375,335,47,87,24,1,7,51,14,1,34,80,0.26,0.323,0.4,0.723,91,0.334,88,134,5,0,0,6,8,9H7,,reynor.01
198,Reggie Jackson*,41,OAK,AL,-0.4,115,374,336,42,74,14,1,15,43,2,1,33,97,0.22,0.297,0.402,0.699,89,0.314,89,135,3,4,0,1,0,DH9,,jacksre01
199,Juan Castillo#,25,MIL,AL,-0.5,116,372,321,44,72,11,4,3,28,15,7,33,76,0.224,0.302,0.312,0.613,62,0.29,60,100,2,3,14,1,0,46/H5,,castiju01
200,Rance Mulliniks*,31,TOR,AL,2.5,124,372,332,37,103,28,1,11,44,1,1,34,55,0.31,0.371,0.5,0.871,127,0.385,129,166,10,0,3,3,1,5HD/6,,mullira01
201,Denny Walling*,33,HOU,NL,1.2,110,370,325,45,92,21,4,5,33,5,1,39,37,0.283,0.356,0.418,0.774,108,0.352,110,136,9,0,2,4,1,5H3/79,,wallide01
202,Daryl Boston*,24,CHW,AL,0.7,103,369,337,51,87,21,2,10,29,12,6,25,68,0.258,0.307,0.421,0.728,89,0.315,80,142,5,0,4,3,2,78H/D,,bostoda01
203,Kelly Gruber,25,TOR,AL,0.9,138,368,341,50,80,14,3,12,36,12,2,17,70,0.235,0.283,0.399,0.682,77,0.319,79,136,11,7,1,2,2,*5H6/48D,,grubeke01
204,Scott Bradley*,27,SEA,AL,0.5,102,366,342,34,95,15,1,5,43,0,1,15,18,0.278,0.31,0.371,0.682,77,0.321,82,127,13,3,2,4,1,2H/5D9,,bradlsc01
205,Chris Speier,37,SFG,NL,2.2,111,364,317,39,79,13,0,11,39,4,7,42,51,0.249,0.342,0.394,0.736,98,0.334,103,125,3,3,1,1,5,456H,,speiech01
206,Dan Pasqua*,25,NYY,AL,0,113,362,318,42,74,7,1,17,42,0,2,40,99,0.233,0.319,0.421,0.741,96,0.327,93,134,7,1,2,1,3,7HD93,,pasquda01
207,Shawon Dunston,24,CHC,NL,-0.3,95,359,346,40,85,18,3,5,22,12,3,10,68,0.246,0.267,0.358,0.626,62,0.295,60,124,6,1,0,2,1,6/H,,dunstsh01
208,Fred McGriff*,23,TOR,AL,1.4,107,356,295,58,73,16,0,20,43,3,2,60,104,0.247,0.376,0.505,0.881,130,0.38,126,149,3,1,0,0,4,DH3,,mcgrifr01
209,Tim Teufel,28,NYM,NL,3.5,97,351,299,55,92,29,0,14,61,3,2,44,53,0.308,0.398,0.545,0.943,153,0.422,164,163,7,2,3,2,2,4H/3,,teufeti01
210,Bob Brower,27,TEX,AL,1.5,127,349,303,63,79,10,3,14,46,15,9,36,66,0.261,0.338,0.452,0.79,108,0.346,106,137,2,0,9,1,0,87H/D9,,browebo01
211,Randy Bush*,28,MIN,AL,-0.3,122,349,293,46,74,10,2,11,46,10,3,43,49,0.253,0.349,0.413,0.762,99,0.339,94,121,6,3,5,5,5,9H/3D7,,bushra01
212,Al Newman#,27,MIN,AL,0.4,110,349,307,44,68,15,5,0,29,15,11,34,27,0.221,0.298,0.303,0.601,59,0.287,63,93,5,0,7,1,0,64H5/D7,,newmaal01
213,Roy Smalley#,34,MIN,AL,0.2,110,348,309,32,85,16,1,8,34,2,0,36,52,0.275,0.352,0.411,0.763,100,0.35,102,127,7,1,0,1,1,DH5/6,,smallro02
214,Jerry Mumphrey#,34,CHC,NL,2.5,118,346,309,41,103,19,2,13,44,1,1,35,47,0.333,0.4,0.534,0.934,142,0.423,156,165,5,0,1,1,6,7H/98,,mumphje01
215,Dave Valle,26,SEA,AL,0.9,95,346,324,40,83,16,3,12,53,2,0,15,46,0.256,0.292,0.435,0.727,86,0.321,80,141,13,3,0,4,2,2DH/39,,valleda01
216,Andrés Thomas,23,ATL,NL,-1.1,82,343,324,29,75,11,0,5,39,6,5,14,50,0.231,0.268,0.312,0.579,51,0.268,45,101,7,2,3,0,0,6/H,,thomaan01
217,Garth Iorg,32,TOR,AL,-0.6,122,342,310,35,65,11,0,4,30,2,2,21,52,0.21,0.262,0.284,0.546,44,0.259,41,88,8,2,6,3,0,45H/D,,iorgga01
218,Alan Wiggins#,29,BAL,AL,-1,85,342,306,37,71,4,2,1,15,20,7,28,34,0.232,0.298,0.268,0.566,54,0.274,54,82,6,1,6,1,0,D4H/7,,wiggial01
219,José Uribe#,28,SFG,NL,3,95,340,309,44,90,16,5,5,30,12,2,24,35,0.291,0.343,0.424,0.767,106,0.346,103,131,1,1,5,1,9,6/H,,uribejo01
220,Claudell Washington*,32,NYY,AL,1,102,339,312,42,87,17,0,9,44,10,1,27,54,0.279,0.336,0.42,0.756,100,0.344,100,131,3,0,0,0,2,8HD/79,,washicl01
221,Albert Hall#,29,ATL,NL,1.1,92,337,292,54,83,20,4,3,24,33,10,38,36,0.284,0.369,0.411,0.78,104,0.37,110,120,5,2,4,1,3,8H/9,,hallal02
222,Steve Jeltz#,28,PHI,NL,-0.3,114,337,293,37,68,9,6,0,12,1,2,39,54,0.232,0.324,0.304,0.628,66,0.292,62,89,13,1,4,0,4,*6/H7,,jeltzst01
223,Wally Backman#,27,NYM,NL,0.7,94,335,300,43,75,6,1,1,23,11,3,25,43,0.25,0.307,0.287,0.593,62,0.308,77,86,5,0,9,1,0,4H,,backmwa01
224,Mike Fitzgerald,26,MON,NL,-1.3,107,334,287,32,69,11,0,3,36,3,4,42,54,0.24,0.338,0.31,0.648,72,0.295,65,89,10,1,3,1,7,2/H34,,fitzgmi02
225,Jamie Quirk*,32,KCR,AL,-0.2,109,334,296,24,70,17,0,5,33,1,0,28,56,0.236,0.307,0.345,0.652,72,0.3,69,102,8,4,2,4,1,2/H6,,quirkja01
226,Ángel Salazar,25,KCR,AL,-0.6,116,332,317,24,65,7,0,2,21,4,4,6,46,0.205,0.219,0.246,0.465,23,0.218,13,78,6,0,8,1,0,*6/H,,salazan01
227,Fred Manrique,25,CHW,AL,1.2,115,330,298,30,77,13,3,4,29,5,3,19,69,0.258,0.302,0.362,0.665,74,0.302,71,108,4,1,9,3,1,46/HD,,manrifr01
228,Mike Felder#,25,MIL,AL,0.6,108,328,289,48,77,5,7,2,31,34,8,28,23,0.266,0.329,0.353,0.682,79,0.33,80,102,3,0,9,2,0,7H8/D4,,feldemi01
229,Rick Cerone,33,NYY,AL,0.7,113,327,284,28,69,12,1,4,23,0,1,30,46,0.243,0.32,0.335,0.654,75,0.306,78,95,8,4,5,4,0,*2/H13,,ceronri01
230,Tim Flannery*,29,SDP,NL,0.4,106,326,276,23,63,5,1,0,20,2,4,42,30,0.228,0.332,0.254,0.586,61,0.282,63,70,6,2,4,2,4,4H/56,,flannti01
231,Tim Laudner,29,MIN,AL,-0.4,113,317,288,30,55,7,1,16,43,1,0,23,80,0.191,0.252,0.389,0.64,65,0.295,64,112,4,1,3,2,0,2H/3D,,laudnti01
232,Chris Brown,25,2TM,NL,0,82,317,287,34,68,9,0,12,40,4,4,20,46,0.237,0.299,0.394,0.693,85,0.318,89,113,14,6,3,1,1,5/H6,,brownch02
233,Ernie Riles*,26,MIL,AL,-0.1,83,316,276,38,72,11,1,4,38,3,4,30,47,0.261,0.329,0.351,0.681,79,0.317,83,97,6,1,3,6,1,56/H,,rileser01
234,Mickey Hatcher,32,LAD,NL,0.8,101,314,287,27,81,19,1,7,42,2,3,20,19,0.282,0.328,0.429,0.757,101,0.339,102,123,6,1,3,3,4,53H/97,,hatchmi01
235,Darnell Coles,25,2TM,2LG,-0.8,93,313,268,34,54,13,1,10,39,1,4,34,43,0.201,0.295,0.369,0.665,77,0.311,84,99,4,3,5,3,3,593H/7D,,colesda01
236,José Oquendo#,23,STL,NL,1.3,116,312,248,43,71,9,0,1,24,4,4,54,29,0.286,0.408,0.335,0.743,99,0.35,106,83,6,0,6,4,6,H946/57381,,oquenjo01
237,Dave Concepción,39,CIN,NL,1.3,104,311,279,32,89,15,0,1,33,4,3,28,24,0.319,0.377,0.384,0.761,100,0.345,99,107,10,0,1,3,5,4H35/6,,conceda01
238,Ken Gerhart,26,BAL,AL,0.5,92,310,284,41,69,10,2,14,34,9,2,17,53,0.243,0.286,0.44,0.726,92,0.327,91,125,7,1,6,2,0,78/HD,,gerhake01
239,Gerald Young#,22,HOU,NL,1.2,71,303,274,44,88,9,2,1,15,26,9,26,27,0.321,0.38,0.38,0.759,106,0.365,116,104,1,1,0,2,0,8/H,ROY-5,youngge02
240,Mike Easler*,36,2TM,2LG,-0.1,98,301,277,20,78,10,0,5,31,1,1,20,52,0.282,0.329,0.372,0.701,86,0.321,86,103,5,1,0,3,0,7DH/9,,easlemi01
241,Dave Anderson,26,LAD,NL,0.4,108,297,265,32,62,12,3,1,13,9,5,24,43,0.234,0.299,0.313,0.612,64,0.298,70,83,2,1,6,1,1,65H/4,,anderda02
242,Mike Heath,32,DET,AL,1.7,93,297,270,34,76,16,0,8,33,1,5,21,42,0.281,0.339,0.43,0.769,106,0.348,115,116,5,3,1,1,0,29H/357648D,,heathmi02
243,Jim Gantner*,34,MIL,AL,0.5,81,296,265,37,72,14,0,4,30,6,2,19,22,0.272,0.331,0.37,0.701,84,0.322,83,98,7,5,4,1,2,45/HD,,gantnji01
244,Tom Foley*,27,MON,NL,1,106,293,280,35,82,18,3,5,28,6,10,11,40,0.293,0.322,0.432,0.754,96,0.334,100,121,6,1,1,0,0,64H/5,,foleyto02
245,Lee Lacy,39,BAL,AL,0.1,87,293,258,35,63,13,3,7,28,3,2,32,49,0.244,0.326,0.399,0.726,94,0.329,96,103,5,0,2,1,0,9H/D78,,lacyle01
246,Mariano Duncan,24,LAD,NL,-0.6,76,287,261,31,56,8,1,6,18,11,1,17,62,0.215,0.267,0.322,0.589,57,0.277,48,84,4,2,6,1,1,6/4H79,,duncama01
247,Dwayne Murphy*,32,OAK,AL,1.4,82,284,219,39,51,7,0,8,35,4,4,58,61,0.233,0.388,0.374,0.762,111,0.343,112,82,5,0,3,4,2,8/H34,,murphdw01
248,Mike Diaz,27,PIT,NL,0.9,103,283,241,28,58,8,2,16,48,1,0,31,42,0.241,0.326,0.49,0.816,113,0.358,110,118,6,3,0,7,3,H379/2,,diazmi01
249,Jim Dwyer*,37,BAL,AL,1.5,92,281,241,54,66,7,1,15,33,4,1,37,57,0.274,0.371,0.498,0.869,131,0.384,132,120,4,1,1,1,4,D9H/7,,dwyerji01
250,Al Pedrique,26,2TM,NL,1.4,93,281,252,24,74,10,1,1,27,5,4,19,29,0.294,0.349,0.353,0.702,87,0.33,93,89,7,3,6,1,4,6/H45,,pedrial01
251,Tommy Hinzo#,23,CLE,AL,0.4,67,280,257,31,68,9,3,3,21,9,4,10,47,0.265,0.296,0.358,0.654,73,0.313,79,92,6,2,10,1,0,4/H,,hinzoto01
252,Juan Beníquez,37,2TM,AL,-1.6,96,278,255,20,64,12,1,8,47,0,0,16,39,0.251,0.297,0.4,0.697,82,0.305,73,102,12,2,2,3,1,HD7/3958,,beniqju01
253,Joey Cora#,22,SDP,NL,-0.2,77,276,241,23,57,7,2,0,13,15,11,28,26,0.237,0.317,0.282,0.6,64,0.281,65,68,4,1,5,1,1,4H/6,,corajo01
254,Phil Garner,38,2TM,NL,-0.2,113,275,238,29,49,9,0,5,23,6,1,28,44,0.206,0.285,0.307,0.592,59,0.274,49,73,5,0,5,4,8,5H4/6,,garneph01
255,Cecil Cooper*,37,MIL,AL,-0.7,63,270,250,25,62,13,0,6,36,1,1,17,51,0.248,0.293,0.372,0.665,73,0.301,70,93,4,0,0,3,2,D/H,,coopece01
256,Bill Schroeder,28,MIL,AL,2.3,75,270,250,35,83,12,0,14,42,5,2,16,56,0.332,0.379,0.548,0.927,139,0.41,144,137,3,3,1,0,0,2/3HD,,schrobi01
257,Shane Mack,23,SDP,NL,0.1,105,267,238,28,57,11,3,4,25,4,6,18,47,0.239,0.299,0.361,0.66,77,0.297,77,86,11,3,6,2,0,8H/9,,macksh01
258,Don Slaught,28,TEX,AL,-0.1,95,266,237,25,53,15,2,8,16,0,3,24,51,0.224,0.298,0.405,0.703,84,0.311,83,96,7,1,4,0,3,2H/D,,slaugdo01
259,Matt Williams,21,SFG,NL,0,84,266,245,28,46,9,2,8,21,4,3,16,68,0.188,0.24,0.339,0.578,54,0.261,46,83,5,1,3,1,4,65/H,,willima04
260,Bob Melvin,25,SFG,NL,1,84,265,246,31,49,8,0,11,31,0,4,17,44,0.199,0.249,0.366,0.615,64,0.285,68,90,7,0,0,2,3,2/H3,,melvibo01
261,Gene Larkin#,24,MIN,AL,-0.2,85,262,233,23,62,11,2,4,28,1,4,25,31,0.266,0.34,0.382,0.722,89,0.325,91,89,4,2,0,2,3,D3H,,larkige01
262,Ron Oester#,31,CIN,NL,-0.1,69,261,237,28,60,9,6,2,23,2,3,22,51,0.253,0.317,0.367,0.684,78,0.299,67,87,8,0,2,0,4,4/H,,oestero01
263,Tim Hulett,27,CHW,AL,-0.2,68,257,240,20,52,10,0,7,28,0,2,10,41,0.217,0.246,0.346,0.592,54,0.258,42,83,6,0,5,2,1,4-May,,huletti01
264,Billy Ripken,22,BAL,AL,1.1,58,257,234,27,72,9,0,2,20,4,1,21,23,0.308,0.363,0.372,0.735,99,0.337,99,87,3,0,1,1,0,4,,ripkebi01
265,Ed Romero,29,BOS,AL,-1.2,88,256,235,23,64,5,0,0,14,0,2,18,22,0.272,0.322,0.294,0.615,64,0.282,60,69,9,0,1,2,0,465H/3,,romered01
266,Larry Herndon,33,DET,AL,1.4,89,254,225,32,73,13,2,9,47,1,0,23,35,0.324,0.378,0.52,0.898,140,0.395,141,117,12,0,0,6,0,7H9D,,herndla01
267,Todd Benzinger#,24,BOS,AL,1.2,73,253,223,36,62,11,1,8,43,5,4,22,41,0.278,0.344,0.444,0.788,106,0.343,102,99,5,2,3,3,3,97H/83,,benzito01
268,Mike Stanley,24,TEX,AL,-0.3,78,253,216,34,59,8,1,6,37,3,0,31,48,0.273,0.361,0.403,0.764,103,0.347,102,87,6,1,1,4,0,23/HD7,,stanlmi02
269,Mickey Tettleton#,26,OAK,AL,0,82,248,211,19,41,3,0,8,26,1,1,30,65,0.194,0.292,0.322,0.614,68,0.282,67,68,3,0,5,2,0,2/H3D,,tettlmi01
270,Curt Ford*,26,STL,NL,1.5,89,247,228,32,65,9,5,3,26,11,8,14,32,0.285,0.325,0.408,0.733,92,0.335,97,93,5,1,1,3,0,9H7/8,,fordcu01
271,Rafael Palmeiro*,22,CHC,NL,0.7,84,244,221,32,61,15,1,14,30,2,2,20,26,0.276,0.336,0.543,0.879,126,0.396,137,120,4,1,0,2,1,7H3/9,,palmera01
272,Manny Trillo,36,CHC,NL,0.5,108,244,214,27,63,8,0,8,26,0,3,25,37,0.294,0.367,0.444,0.811,112,0.369,121,95,6,0,4,1,0,35H4/6,,trillma01
273,Carmelo Castillo,29,CLE,AL,0.3,89,241,220,27,55,17,0,11,31,1,1,16,52,0.25,0.296,0.477,0.773,101,0.337,98,105,0,0,1,4,0,DH9/7,,castica01
274,Eddie Milner*,32,SFG,NL,1,101,239,214,38,54,14,0,4,19,10,9,24,33,0.252,0.328,0.374,0.702,89,0.318,93,80,2,0,1,0,3,8H,,milneed01
275,Dave Henderson,28,2TM,2LG,0.4,90,238,205,32,48,12,0,8,26,3,1,30,53,0.234,0.329,0.41,0.739,94,0.335,93,84,3,0,1,2,0,89H/7D,,hendeda01
276,Luis Aguayo,28,PHI,NL,0.6,94,234,209,25,43,9,1,12,21,0,0,15,56,0.206,0.273,0.431,0.703,81,0.312,75,90,5,5,3,2,1,6H/45,,aguaylu01
277,John Cangelosi#,24,PIT,NL,1.8,104,233,182,44,50,8,3,4,18,21,6,46,33,0.275,0.427,0.418,0.844,126,0.401,136,76,3,3,1,1,1,H78/9,,cangejo01
278,Rick Burleson,36,BAL,AL,-0.5,62,232,206,26,43,14,1,2,14,0,2,17,30,0.209,0.279,0.316,0.594,60,0.28,63,65,7,3,6,0,0,4/DH,,burleri01
