Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
138,Pat Tabler,25,CLE,AL,0.7,124,492,430,56,125,23,5,6,65,2,4,56,63,0.291,0.37,0.409,0.779,112,0.365,119,176,18,1,0,5,1,75/HD49,,tablepa01
139,Garry Templeton#,27,SDP,NL,1.4,126,490,460,39,121,20,2,3,40,16,6,21,57,0.263,0.294,0.335,0.629,77,0.316,86,154,16,0,7,2,7,*6/H,,templga01
140,Mike Davis*,24,OAK,AL,3,128,484,443,61,122,24,4,8,62,32,15,27,74,0.275,0.322,0.402,0.723,105,0.342,111,178,9,5,5,4,1,*98H/D,,davismi02
141,Steve Henderson,30,SEA,AL,1,121,484,436,50,128,32,3,10,54,10,14,44,82,0.294,0.356,0.45,0.806,117,0.361,121,196,9,0,1,3,2,*7/HD9,,hendest01
142,Cliff Johnson,35,TOR,AL,1.9,142,484,407,59,108,23,1,22,76,0,1,67,69,0.265,0.373,0.489,0.862,130,0.387,131,199,10,5,1,4,8,*DH/3,,johnscl01
143,Ben Oglivie*,34,MIL,AL,2.6,125,483,411,49,115,19,3,13,66,4,6,60,64,0.28,0.371,0.436,0.806,129,0.356,125,179,9,4,0,8,12,*7H/D,AS,oglivbe01
144,Manny Trillo,32,2TM,2LG,0.8,119,483,441,49,119,21,1,3,45,1,3,31,64,0.27,0.319,0.342,0.662,81,0.31,80,151,15,2,7,2,2,*4/H,AS,trillma01
145,Doug Flynn,32,MON,NL,-0.2,143,477,452,44,107,18,4,0,26,2,1,19,38,0.237,0.267,0.294,0.561,57,0.263,46,133,12,0,5,1,8,46/H,,flynndo01
146,Bobby Grich,34,CAL,AL,4.3,120,477,387,65,113,17,0,16,62,2,4,76,62,0.292,0.414,0.46,0.874,142,0.396,147,178,11,7,4,3,2,*4/H6,,grichbo01
147,Willie Randolph,28,NYY,AL,3.4,104,477,420,73,117,21,1,2,38,12,4,53,32,0.279,0.361,0.348,0.708,100,0.342,107,146,11,1,3,0,0,4,,randowi01
148,Tony Phillips#,24,OAK,AL,1.3,148,476,412,54,102,12,3,4,35,16,5,48,70,0.248,0.327,0.32,0.647,85,0.314,90,132,5,2,11,3,1,64/H5D,,phillto02
149,Todd Cruz,27,2TM,AL,-0.2,146,475,437,37,87,13,3,10,48,4,7,22,108,0.199,0.241,0.311,0.552,51,0.253,43,136,14,3,10,3,2,56/H4,,cruzto02
150,Brian Downing,32,CAL,AL,1.3,113,473,403,68,99,15,1,19,53,1,2,62,59,0.246,0.352,0.429,0.781,115,0.351,113,173,8,5,1,2,4,7D/H,,downibr01
151,Tom O'Malley*,22,SFG,NL,0.2,135,473,410,40,106,16,1,5,45,2,4,52,47,0.259,0.345,0.339,0.684,94,0.323,96,139,12,4,4,3,4,*5H,,o'malto01
152,Darryl Strawberry*,21,NYM,NL,2.6,122,473,420,63,108,15,7,26,74,19,6,47,128,0.257,0.336,0.512,0.848,134,0.381,131,215,5,4,0,2,9,*9/H,ROY-1,strawda01
153,Vance Law,26,CHW,AL,2.7,145,471,408,55,99,21,5,4,42,3,1,51,56,0.243,0.325,0.348,0.673,83,0.321,85,142,7,1,6,5,1,*5/H648D,,lawva01
154,John Wathan,33,KCR,AL,-0.2,128,469,437,49,107,18,3,2,32,28,7,27,56,0.245,0.289,0.314,0.603,67,0.288,60,137,11,1,2,2,0,23/9H7,,wathajo01
155,Jerry Mumphrey#,30,2TM,2LG,2.2,127,469,410,58,118,21,6,8,53,7,3,50,56,0.288,0.362,0.427,0.789,122,0.357,119,175,12,1,2,6,5,*8/H,,mumphje01
156,Dan Driessen*,31,CIN,NL,2.1,122,467,386,57,107,17,1,12,57,6,4,75,51,0.277,0.39,0.42,0.809,122,0.375,126,162,12,0,0,6,10,*3H,,driesda01
157,Kirk Gibson*,26,DET,AL,1.6,128,467,401,60,91,12,9,15,51,14,3,53,96,0.227,0.32,0.414,0.734,104,0.346,107,166,2,4,5,4,3,D7H8/9,,gibsoki01
158,Willie Aikens*,28,KCR,AL,2.1,125,458,410,49,124,26,1,23,72,0,0,45,75,0.302,0.373,0.539,0.912,149,0.404,149,221,16,2,0,1,9,*3H/D,,aikenwi01
159,Mel Hall*,22,CHC,NL,3,112,458,410,60,116,23,5,17,56,6,6,42,101,0.283,0.352,0.488,0.84,128,0.377,128,200,4,3,1,2,6,*8/7H,ROY-3,hallme01
160,Reggie Jackson*,37,CAL,AL,-1.8,116,458,397,43,77,14,1,14,49,0,2,52,140,0.194,0.29,0.34,0.63,74,0.29,69,135,5,4,0,5,5,D9H,AS,jacksre01
161,David Green,22,STL,NL,2.1,146,456,422,52,120,14,10,8,69,34,16,26,76,0.284,0.325,0.422,0.746,105,0.351,108,178,13,1,3,4,1,*9H78,,greenda03
162,Tom Paciorek,36,CHW,AL,2.2,115,456,420,65,129,32,3,9,63,6,1,25,58,0.307,0.347,0.462,0.809,118,0.365,115,194,9,3,4,4,4,379H/D,,pacioto01
163,Jeff Burroughs,32,OAK,AL,0.4,121,455,401,43,108,15,1,10,56,0,2,47,79,0.269,0.341,0.387,0.727,107,0.337,110,155,16,0,0,7,4,*DH,,burroje01
164,Dave Collins#,30,TOR,AL,1.6,118,451,402,55,109,12,4,1,34,31,7,43,67,0.271,0.343,0.328,0.671,82,0.336,87,132,7,2,2,2,1,*7H/389D,,collida02
165,Bucky Dent,31,TEX,AL,0.3,131,450,417,36,99,15,2,2,34,3,7,23,31,0.237,0.278,0.297,0.575,61,0.262,55,124,3,1,7,2,0,*6/HD,,dentbu01
166,Dan Ford,31,BAL,AL,1.1,103,448,407,63,114,30,4,9,55,9,2,29,55,0.28,0.328,0.44,0.768,112,0.347,108,179,9,3,3,6,1,9/H,,fordda01
167,Brian Giles,23,NYM,NL,0.6,145,445,400,39,98,15,0,2,27,17,10,36,77,0.245,0.308,0.298,0.606,70,0.292,69,119,8,2,4,3,1,*46H,,gilesbr01
168,Bob Horner,25,ATL,NL,2.9,104,439,386,75,117,25,1,20,68,4,2,50,63,0.303,0.383,0.528,0.911,143,0.429,160,204,14,1,0,2,2,3-May,MVP-21,hornebo01
169,Carl Yastrzemski*,43,BOS,AL,-0.2,119,437,380,38,101,24,0,10,56,0,0,54,29,0.266,0.359,0.408,0.767,106,0.348,102,155,13,2,0,1,11,DH/37,AS,yastrca01
170,Paul Householder#,24,CIN,NL,0.5,123,427,380,40,97,24,4,6,43,12,12,44,60,0.255,0.335,0.387,0.722,98,0.328,96,147,7,2,0,1,5,*98H/7,,housepa02
171,Rance Mulliniks*,27,TOR,AL,2.8,129,427,364,54,100,34,3,10,49,0,2,57,43,0.275,0.373,0.467,0.84,125,0.378,127,170,13,1,3,2,5,*5H6/4,,mullira01
172,Steve Garvey,34,SDP,NL,1.5,100,425,388,76,114,22,0,14,59,4,1,29,39,0.294,0.344,0.459,0.802,124,0.37,127,178,16,3,0,5,11,3,,garvest01
173,Jim Sundberg,32,TEX,AL,0.5,131,423,378,30,76,14,0,2,28,0,4,35,64,0.201,0.272,0.254,0.526,48,0.254,47,96,8,2,7,1,0,*2/H,,sundbji01
174,Alan Bannister,31,CLE,AL,-0.5,117,422,377,51,100,25,4,5,45,6,6,31,43,0.265,0.323,0.393,0.715,93,0.328,93,148,7,3,7,4,0,794H/83D,,bannial01
175,Jesse Barfield,23,TOR,AL,2.8,128,420,388,58,98,13,3,27,68,2,5,22,110,0.253,0.296,0.51,0.806,112,0.365,118,198,8,4,1,5,0,*9H/D78,,barfije01
176,Enos Cabell,33,DET,AL,3.2,121,420,392,62,122,23,5,5,46,4,8,16,41,0.311,0.335,0.434,0.769,113,0.345,115,170,14,1,5,6,2,3HD/56,,cabelen01
177,Steve Kemp*,28,NYY,AL,1,109,419,373,53,90,17,3,12,49,1,0,41,37,0.241,0.318,0.399,0.718,100,0.34,107,149,17,2,1,2,3,97H/D,,kempst01
178,Sixto Lezcano,29,2TM,NL,0.3,115,418,356,49,85,12,2,8,56,1,0,52,75,0.239,0.334,0.351,0.685,93,0.334,101,125,8,1,5,4,3,9H/78,,lezcasi01
179,Barry Bonnell,29,TOR,AL,2.3,121,417,377,49,120,21,3,10,54,10,7,33,52,0.318,0.369,0.469,0.838,124,0.378,126,177,8,0,2,5,5,*798/H5D,,bonneba01
180,Al Bumbry*,36,BAL,AL,0.7,124,416,378,63,104,14,4,3,31,12,5,31,33,0.275,0.328,0.357,0.685,91,0.323,92,135,1,0,4,3,2,8H7D,,bumbral01
181,Randy Bush*,24,MIN,AL,0.4,124,415,373,43,93,24,3,11,56,0,1,34,51,0.249,0.323,0.418,0.741,100,0.337,98,156,7,7,0,1,8,DH/3,,bushra01
182,Marvell Wynne*,23,PIT,NL,0.2,103,415,366,66,89,16,2,7,26,12,10,38,52,0.243,0.319,0.355,0.674,85,0.32,88,130,3,3,7,1,0,8/H,,wynnema01
183,Joel Youngblood,31,SFG,NL,2.1,124,415,373,59,109,20,3,17,53,7,4,33,59,0.292,0.356,0.499,0.855,138,0.395,146,186,11,5,2,2,4,45H7/9,,youngjo02
184,Doug DeCinces,32,CAL,AL,2.3,95,411,370,49,104,19,3,18,65,2,0,32,56,0.281,0.332,0.495,0.826,126,0.37,124,183,13,0,1,8,2,5D/H,AS,decindo01
185,Bryan Little#,23,MON,NL,0.9,106,411,350,48,91,15,3,1,36,4,5,50,22,0.26,0.352,0.329,0.681,91,0.319,91,115,10,2,5,4,1,64/H,,littlbr01
186,Warren Cromartie*,29,MON,NL,2.2,120,410,360,37,100,26,2,3,43,8,3,43,48,0.278,0.352,0.386,0.738,106,0.342,104,139,11,1,1,5,7,9H/3,,cromawa01
187,Leon Durham*,25,CHC,NL,1.2,100,409,337,58,87,18,8,12,55,12,6,66,83,0.258,0.381,0.466,0.847,131,0.38,128,157,4,3,0,3,12,78/39H,AS,durhale01
188,Mike Easler*,32,PIT,NL,1.1,115,408,381,44,117,17,2,10,54,4,2,22,64,0.307,0.349,0.441,0.79,116,0.366,118,168,10,3,1,1,1,7H,,easlemi01
189,Dave Engle,26,MIN,AL,1.8,120,408,374,46,114,22,4,8,43,2,1,28,39,0.305,0.35,0.449,0.8,116,0.367,119,168,13,1,0,5,1,2DH/9,,engleda01
190,Ron Roenicke#,26,2TM,2LG,0.3,140,401,343,35,82,16,0,6,35,9,4,47,48,0.239,0.332,0.338,0.67,85,0.314,82,116,7,2,6,3,2,*89H7/3D,,roeniro01
191,Rick Dempsey,33,BAL,AL,1.6,128,400,347,33,80,16,2,4,32,1,1,40,54,0.231,0.311,0.323,0.634,77,0.297,75,112,9,3,5,5,1,*2/H,,dempsri01
192,Ernie Whitt*,31,TOR,AL,3.4,123,400,344,53,88,15,2,17,56,1,1,50,55,0.256,0.346,0.459,0.805,115,0.361,112,158,9,0,1,5,5,*2H,,whitter01
193,Mickey Hatcher,28,MIN,AL,2.2,106,395,375,50,119,15,3,9,47,2,0,14,19,0.317,0.342,0.445,0.787,113,0.364,116,167,12,1,3,2,0,9DH7/35,,hatchmi01
194,Garth Iorg,28,TOR,AL,1.4,122,394,375,40,103,22,5,2,39,7,0,13,45,0.275,0.298,0.376,0.674,81,0.315,76,141,10,1,2,3,3,54H/6,,iorgga01
195,Von Hayes*,24,PHI,NL,-0.1,124,392,351,45,93,9,5,6,32,20,12,36,55,0.265,0.337,0.37,0.707,97,0.333,100,130,11,3,0,2,7,98H/7,,hayesvo01
196,Ron Hassey*,30,CLE,AL,1.8,117,388,341,48,92,21,0,6,42,2,2,38,35,0.27,0.342,0.384,0.726,97,0.342,101,131,11,2,2,5,2,*2H/D,,hassero01
197,Al Cowens,31,SEA,AL,-0.8,110,384,356,39,73,19,2,7,35,10,2,23,38,0.205,0.255,0.329,0.584,57,0.283,56,117,13,2,0,3,0,9DH/87,,cowenal01
198,Wayne Gross*,31,OAK,AL,1.1,136,384,339,34,79,18,0,12,44,3,5,36,52,0.233,0.311,0.392,0.703,99,0.322,101,133,5,3,4,2,4,35H/19D,,grosswa01
199,Amos Otis,36,KCR,AL,-0.2,98,384,356,35,93,16,3,4,41,5,2,27,63,0.261,0.313,0.357,0.669,84,0.312,83,127,7,0,0,1,3,89/HD,,otisam01
200,Ron Jackson,30,CAL,AL,0.2,102,379,348,41,80,16,1,8,39,2,2,27,33,0.23,0.291,0.351,0.642,77,0.31,83,122,10,3,1,0,2,53D7H/9,,jacksro02
201,César Cedeño,32,CIN,NL,0.4,98,375,332,40,77,16,0,9,39,13,9,33,53,0.232,0.302,0.361,0.664,82,0.308,78,120,2,3,1,6,2,93H/8,,cedence01
202,Tom Brookens,29,DET,AL,1.9,138,374,332,50,71,13,3,6,32,10,4,29,46,0.214,0.276,0.325,0.602,68,0.289,68,108,3,2,5,6,2,56H4/D,,brookto01
203,Ruppert Jones*,28,SDP,NL,1.1,133,372,335,42,78,12,3,12,49,11,11,35,58,0.233,0.305,0.394,0.699,96,0.333,106,132,8,0,2,0,4,*8H/3,,jonesru01
204,Bob Bailor,31,NYM,NL,1.6,118,368,340,33,85,8,0,1,30,18,3,20,23,0.25,0.29,0.282,0.573,61,0.295,64,96,11,1,3,4,2,64H5/79,,bailobo01
205,Tom Herr#,27,STL,NL,2.4,89,368,313,43,101,14,4,2,31,6,8,43,27,0.323,0.403,0.412,0.815,126,0.373,131,129,7,1,8,3,2,4/H,,herrto01
206,Mike Heath,28,OAK,AL,0.9,96,366,345,45,97,17,0,6,33,3,4,18,59,0.281,0.318,0.383,0.7,98,0.317,96,132,9,1,1,1,4,29/H5D7,,heathmi02
207,John Lowenstein*,36,BAL,AL,1.8,122,366,310,52,87,13,2,15,60,2,1,49,55,0.281,0.374,0.481,0.855,136,0.379,133,149,2,1,0,6,1,7H/4D,,lowenjo01
208,Gary Roenicke,28,BAL,AL,1.9,115,366,323,45,84,13,0,19,64,2,2,30,35,0.26,0.326,0.477,0.803,120,0.369,127,154,9,4,4,5,2,7H9/385D,,roeniga01
209,Steve Yeager,34,LAD,NL,1.5,113,366,335,31,68,8,3,15,41,1,1,23,57,0.203,0.256,0.379,0.635,75,0.294,70,127,15,1,6,1,4,*2/H,,yeagest01
210,Andy Van Slyke*,22,STL,NL,1.8,101,364,309,51,81,15,5,8,38,21,7,46,64,0.262,0.357,0.421,0.777,115,0.354,108,130,4,1,2,3,5,759/38H,,vanslan01
211,Pat Sheridan*,25,KCR,AL,1.2,109,357,333,43,90,12,2,7,36,12,3,20,64,0.27,0.312,0.381,0.693,90,0.329,92,127,3,0,4,0,0,987H,,sheripa01
212,Butch Wynegar#,27,NYY,AL,3.6,94,357,301,40,89,18,2,6,42,1,1,52,29,0.296,0.399,0.429,0.827,133,0.376,133,129,7,1,1,2,1,2/H,,wynegbu01
213,Dave Hostetler,27,TEX,AL,0,94,353,304,31,67,9,2,11,46,0,2,42,103,0.22,0.323,0.372,0.695,94,0.326,98,113,10,5,0,2,1,DH/3,,hosteda01
214,José Oquendo#,19,NYM,NL,-1,120,353,328,29,70,7,0,1,17,8,9,19,60,0.213,0.26,0.244,0.504,42,0.233,29,80,10,2,3,1,2,*6/H,,oquenjo01
215,Tim Foli,32,CAL,AL,-1.1,88,349,330,29,83,10,0,2,29,2,3,5,18,0.252,0.263,0.3,0.563,56,0.254,43,99,5,1,11,2,1,65/H,,foliti01
216,John Shelby#,25,BAL,AL,1.1,126,349,325,52,84,15,2,5,27,15,2,18,64,0.258,0.297,0.363,0.66,83,0.311,78,118,2,0,6,0,2,*8H/7D,,shelbjo01
217,Garry Maddox,33,PHI,NL,-0.5,97,345,324,27,89,14,2,4,32,7,6,17,31,0.275,0.312,0.367,0.679,89,0.314,86,119,9,1,2,1,5,8H,,maddoga01
218,George Vukovich*,27,CLE,AL,-0.9,124,345,312,31,77,13,2,3,44,3,4,24,37,0.247,0.301,0.33,0.631,72,0.281,59,103,8,2,3,4,4,*97H/8,,vukovge01
219,Ron Washington,31,MIN,AL,0.2,99,344,317,28,78,7,3,4,26,10,5,22,50,0.246,0.296,0.325,0.621,69,0.304,74,103,7,1,3,1,1,64/H5D,,washiro01
220,Andre Robertson,25,NYY,AL,1.2,98,343,322,37,80,16,3,1,22,2,4,8,54,0.248,0.271,0.326,0.597,67,0.279,66,105,8,3,7,3,0,64/H,,roberan01
221,Juan Beníquez,33,CAL,AL,1.1,92,341,315,44,96,15,0,3,34,4,2,15,29,0.305,0.343,0.381,0.724,101,0.347,109,120,10,4,6,1,0,798/DH,,beniqju01
222,Spike Owen#,22,SEA,AL,-1.5,80,340,306,36,60,11,3,2,21,10,6,24,44,0.196,0.257,0.271,0.528,44,0.258,41,83,2,2,5,3,0,6/H,,owensp01
223,Greg Walker*,23,CHW,AL,1,118,340,307,32,83,16,3,10,55,2,1,28,57,0.27,0.332,0.44,0.772,108,0.347,104,135,3,2,0,3,3,3HD,,walkegr01
224,Nick Esasky,23,CIN,NL,1.3,85,335,302,41,80,10,5,12,46,6,2,27,99,0.265,0.328,0.45,0.779,112,0.361,114,136,5,3,0,3,1,5/H,,esaskni01
225,Johnny Bench,35,CIN,NL,1.1,110,334,310,32,79,15,2,12,54,0,1,24,38,0.255,0.308,0.432,0.741,101,0.356,113,134,13,0,0,0,1,5H3/27,AS,benchjo01
226,Tony Gwynn*,23,SDP,NL,1.9,86,334,304,34,94,12,2,1,37,7,4,23,21,0.309,0.355,0.372,0.726,105,0.343,108,113,9,0,4,3,5,97/H8,,gwynnto01
227,Daryl Sconiers*,24,CAL,AL,0.2,106,334,314,49,86,19,3,8,46,4,2,17,41,0.274,0.31,0.43,0.74,103,0.339,103,135,9,0,2,1,2,3HD/7,,sconida01
228,Mickey Rivers*,34,TEX,AL,0.7,96,329,309,37,88,17,0,1,20,9,4,11,21,0.285,0.309,0.35,0.658,84,0.314,87,108,1,1,5,3,0,DH7/9,,rivermi01
229,Bob Kearney,26,OAK,AL,1.6,108,328,298,33,76,11,0,8,32,1,4,21,50,0.255,0.312,0.372,0.684,94,0.314,96,111,11,4,4,1,1,2H/D,,kearnbo01
230,Carney Lansford,26,OAK,AL,2.5,80,328,299,43,92,16,2,10,45,3,8,22,33,0.308,0.357,0.475,0.832,135,0.367,137,142,8,3,0,4,4,5/H6,,lansfca01
231,Bob Brenly,29,SFG,NL,1.1,104,323,281,36,63,12,2,7,34,10,7,37,48,0.224,0.317,0.356,0.673,89,0.307,83,100,12,2,1,2,6,2H3/79,,brenlbo01
232,Darrell Brown#,27,MIN,AL,-0.4,91,323,309,40,84,6,2,0,22,3,3,10,28,0.272,0.297,0.304,0.601,65,0.289,65,94,9,1,3,0,0,8H/7D,,brownda01
233,Dann Bilardello,24,CIN,NL,1.3,109,320,298,27,71,18,0,9,38,2,1,15,49,0.238,0.274,0.389,0.663,80,0.299,69,116,9,1,2,4,3,2/H,,bilarda01
234,Richie Zisk,34,SEA,AL,0,90,318,285,30,69,12,0,12,36,0,0,30,61,0.242,0.311,0.411,0.722,94,0.327,90,117,6,0,0,3,3,DH,,ziskri01
235,Joe Lefebvre*,27,2TM,NL,1.9,119,317,278,35,85,20,8,8,39,5,3,33,49,0.306,0.383,0.522,0.904,150,0.411,157,145,9,3,1,2,6,9H75/2,,lefebjo01
236,Jamie Allen,25,SEA,AL,-0.4,86,313,273,23,61,10,0,4,21,6,5,33,52,0.223,0.309,0.304,0.613,68,0.292,67,83,8,1,6,0,0,5/HD,,allenja02
237,Lee Lacy,35,PIT,NL,2.2,108,313,288,40,87,12,3,4,13,31,13,22,36,0.302,0.352,0.406,0.758,108,0.363,113,117,2,0,3,0,2,7H98,,lacyle01
238,Alan Ashby#,31,HOU,NL,0.3,87,311,275,31,63,18,1,8,34,0,0,31,38,0.229,0.303,0.389,0.692,97,0.318,94,107,12,0,1,4,4,2/H,,ashbyal01
239,Ricky Nelson*,24,SEA,AL,-0.9,98,311,291,32,74,13,3,5,36,7,4,17,50,0.254,0.294,0.371,0.666,80,0.302,72,108,4,0,2,1,3,97H/D,,nelsori01
240,Reid Nichols,24,BOS,AL,0.8,100,307,274,35,78,22,1,6,22,7,5,26,36,0.285,0.352,0.438,0.79,111,0.354,108,120,5,3,3,1,2,89HD7/6,,nichore01
241,Ron Hodges*,34,NYM,NL,1,110,305,250,20,65,12,0,0,21,0,3,49,42,0.26,0.383,0.308,0.691,95,0.322,94,77,8,2,2,2,6,2H,,hodgero01
242,Don Mattingly*,22,NYY,AL,0.5,91,305,279,34,79,15,4,4,32,0,0,21,31,0.283,0.333,0.409,0.742,107,0.341,107,114,8,1,2,2,5,397/H4,,mattido01
243,Lee Mazzilli#,28,PIT,NL,0.9,109,305,246,37,59,9,0,5,24,15,5,49,43,0.24,0.365,0.337,0.703,94,0.345,100,83,8,2,4,4,1,8H/37,,mazzile01
244,Jerry Royster,30,ATL,NL,0.6,91,303,268,32,63,10,3,3,30,11,7,28,35,0.235,0.305,0.328,0.634,71,0.326,86,88,12,0,5,2,2,5476H,,roystje01
245,Scott Fletcher,24,CHW,AL,3.6,114,302,262,42,62,16,5,3,31,5,1,29,22,0.237,0.315,0.37,0.685,86,0.344,100,97,8,2,7,2,0,64/5HD,,fletcsc01
246,Chris Speier,33,MON,NL,1.4,88,298,261,31,67,12,2,2,22,2,1,29,37,0.257,0.332,0.341,0.673,88,0.322,90,89,4,2,3,3,4,65/H4,,speiech01
247,Ellis Valentine,28,CAL,AL,0.6,86,294,271,30,65,10,2,13,43,2,1,18,48,0.24,0.283,0.435,0.719,96,0.327,94,118,6,0,1,4,0,97/H,,valenel01
248,Rick Miller*,35,BOS,AL,1,104,293,262,41,75,10,2,2,21,3,3,28,30,0.286,0.356,0.363,0.719,94,0.351,106,95,6,1,1,1,1,H98/73D,,milleri01
249,Jerry Dybzinski,27,CHW,AL,0,127,290,256,30,59,10,1,1,32,11,4,18,29,0.23,0.283,0.289,0.572,56,0.299,67,74,8,2,11,3,0,*6H5,,dybzije01
250,Don Slaught,24,KCR,AL,1.2,83,290,276,21,86,13,4,0,28,3,1,11,27,0.312,0.336,0.388,0.723,99,0.334,98,107,8,0,1,2,0,2/HD,,slaugdo01
251,Danny Heep*,25,NYM,NL,-0.1,115,289,253,30,64,12,0,8,21,3,3,29,40,0.253,0.326,0.395,0.722,101,0.324,93,100,5,1,1,5,6,H9837,,heepda01
252,Tony Pérez,41,PHI,NL,0.3,91,285,253,18,61,11,2,6,43,1,0,28,57,0.241,0.316,0.372,0.687,91,0.33,96,94,9,1,0,3,1,3H,,perezto01
253,Greg Gross*,30,PHI,NL,0.2,136,284,245,25,74,12,3,0,29,3,5,34,16,0.302,0.385,0.376,0.761,113,0.353,118,92,6,1,1,3,4,*7H89/3,,grossgr01
254,John Wockenfuss,34,DET,AL,1.3,92,278,245,32,66,8,1,9,44,1,1,31,37,0.269,0.349,0.42,0.769,114,0.364,123,103,5,0,0,2,1,DH23/57,,wockejo01
255,Dave Kingman,34,NYM,NL,-0.9,100,273,248,25,49,7,0,13,29,2,1,22,57,0.198,0.265,0.383,0.648,79,0.3,74,95,2,1,1,1,1,3H/9,,kingmda01
256,Gary Allenson,28,BOS,AL,0.1,84,269,230,19,53,11,0,3,30,0,1,27,43,0.23,0.311,0.317,0.628,69,0.291,62,73,8,2,5,5,0,2/H,,allenga01
257,Jorge Orta*,32,TOR,AL,-0.6,103,268,245,30,58,6,3,10,38,1,2,19,29,0.237,0.287,0.408,0.695,85,0.314,81,100,6,0,0,4,0,DH9/7,,ortajo01
258,Rick Sweet#,30,SEA,AL,-1.2,93,267,249,18,55,9,0,1,22,2,2,13,26,0.221,0.259,0.269,0.528,44,0.245,32,67,11,0,2,1,1,2H,,sweetri01
259,Rick Cerone,29,NYY,AL,-0.6,80,266,246,18,54,7,0,2,22,0,0,15,29,0.22,0.267,0.272,0.54,52,0.265,53,67,5,1,4,0,1,2/H5,,ceronri01
260,Mike Fischlin,27,CLE,AL,-0.3,95,266,225,31,47,5,2,2,23,9,2,26,32,0.209,0.294,0.276,0.57,56,0.291,59,62,2,2,11,2,0,46/H5D,,fischmi01
261,Garry Hancock*,29,OAK,AL,0,101,266,256,29,70,7,3,8,30,2,0,5,13,0.273,0.289,0.418,0.707,99,0.321,95,107,3,1,3,1,4,973H/D8,,hancoga01
262,Rick Leach*,26,DET,AL,1,99,262,242,22,60,17,0,3,26,2,2,19,21,0.248,0.305,0.355,0.661,84,0.303,81,86,6,1,0,0,1,3H9/D7,,leachri01
263,Max Venable*,26,SFG,NL,0.9,94,257,228,28,50,7,4,6,27,15,2,22,34,0.219,0.295,0.364,0.659,85,0.323,85,83,3,3,2,1,1,7H89,,venabma01
264,Buck Martinez,34,TOR,AL,1.6,88,253,221,27,56,14,0,10,33,0,1,29,39,0.253,0.337,0.452,0.79,111,0.359,112,100,7,0,1,2,0,2H,,martibu01
265,Gene Richards*,29,SDP,NL,1.2,95,252,233,37,64,11,3,3,22,14,5,17,17,0.275,0.325,0.386,0.712,100,0.353,112,90,8,1,0,1,1,7H,,richage01
266,Bobby Brown#,29,SDP,NL,1,57,250,225,40,60,5,3,5,22,27,9,23,38,0.267,0.333,0.382,0.716,101,0.357,110,86,1,0,1,1,0,7/8H,,brownbo04
267,Duane Walker*,26,CIN,NL,-0.3,109,247,225,14,53,12,1,2,29,6,3,20,43,0.236,0.296,0.324,0.62,70,0.287,60,73,0,0,0,2,4,H79,,walkedu01
268,Bob Dernier,26,PHI,NL,0.8,122,245,221,41,51,10,0,1,15,35,7,18,21,0.231,0.288,0.29,0.577,62,0.308,62,64,2,0,5,1,0,8H97,,dernibo01
269,Tim Flannery*,25,SDP,NL,1.5,92,245,214,24,50,7,3,3,19,2,2,20,23,0.234,0.309,0.336,0.645,82,0.293,72,72,4,5,2,4,8,5H4/6,,flannti01
270,Bake McBride*,34,CLE,AL,-0.6,70,243,230,21,67,8,1,1,18,8,2,9,26,0.291,0.318,0.348,0.666,81,0.313,77,80,9,1,1,2,2,9DH,,mcbriba01
271,Bill Stein,36,TEX,AL,1,78,242,232,21,72,15,1,2,33,2,3,8,31,0.31,0.331,0.409,0.74,106,0.332,103,95,5,0,0,2,0,43H5/D,,steinbi02
272,Onix Concepción,25,KCR,AL,-0.6,80,240,219,22,53,11,3,0,20,10,3,12,12,0.242,0.282,0.32,0.602,66,0.292,65,70,4,1,6,2,0,546/HD,,conceon01
273,Terry Francona*,24,MON,NL,-0.8,120,238,230,21,59,11,1,3,22,0,2,6,20,0.257,0.273,0.352,0.625,73,0.273,58,81,7,0,0,2,2,3H97/8,,francte01
274,Wayne Krenchicki*,28,2TM,2LG,1.1,110,236,210,24,58,9,0,1,27,0,0,19,31,0.276,0.338,0.333,0.671,87,0.31,82,70,3,2,2,3,2,5H/463,,krencwa01
275,Leon Roberts,32,KCR,AL,0.5,84,234,213,24,55,7,0,8,24,1,1,17,27,0.258,0.313,0.404,0.717,96,0.326,93,86,7,1,1,2,1,79H/83D,,roberle01
276,Jim Dwyer*,33,BAL,AL,1.1,100,229,196,37,56,17,1,8,38,1,1,31,29,0.286,0.382,0.505,0.887,145,0.386,139,99,3,0,1,1,3,H9D/73,,dwyerji01
277,Derrel Thomas#,32,LAD,NL,0.3,118,227,192,38,48,6,6,2,8,9,3,27,36,0.25,0.345,0.375,0.72,101,0.34,101,72,4,2,4,2,2,89H76/45,,thomade01
278,Bobby Clark,28,CAL,AL,-0.1,76,225,212,17,49,9,1,5,21,0,0,9,45,0.231,0.261,0.354,0.615,69,0.298,74,75,7,0,3,1,0,79/H8D5,,clarkbo04
279,Terry Harper,27,ATL,NL,-0.2,80,224,201,19,53,13,1,3,26,6,5,20,43,0.264,0.332,0.383,0.715,92,0.331,92,77,6,1,1,1,0,97H/8,,harpete01
